,session_key,date_start,driver_number,i1_speed,i2_speed,st_speed,lap_duration,duration_sector_1,duration_sector_2,duration_sector_3,lap_number,rainfall,humidity,pressure,air_temperature,wind_direction,meeting_key,track_temperature,wind_speed
154,9094,2023-05-28 13:58,4,205.0,192.0,279.0,78.045,20.386,37.057,20.602,43,0,42.0,1013.4,77.36,151,1210,97.52,1.7896
155,9094,2023-05-28 13:59,4,207.0,192.0,279.0,77.991,20.258,36.979,20.754,44,0,42.0,1013.4,77.36,155,1210,97.34,2.4607
156,9094,2023-05-28 14:01,4,204.0,192.0,279.0,77.862,20.451,36.814,20.597,45,0,43.0,1013.4,77.18,153,1210,96.98,1.7896
157,9094,2023-05-28 14:02,4,205.0,193.0,279.0,77.844,20.26,36.955,20.629,46,0,43.0,1013.2,77.0,131,1210,96.98,1.7896
158,9094,2023-05-28 14:03,4,206.0,191.0,279.0,78.234,20.342,37.113,20.779,47,0,43.0,1013.4,77.0,70,1210,96.8,1.7896
159,9094,2023-05-28 14:05,4,205.0,193.0,279.0,78.297,20.446,37.063,20.788,48,0,42.0,1013.2,77.0,128,1210,96.62,4.474
160,9094,2023-05-28 14:06,4,207.0,190.0,279.0,78.152,20.358,37.156,20.638,49,0,42.0,1013.2,77.0,163,1210,96.44,2.237
161,9094,2023-05-28 14:07,4,201.0,191.0,279.0,95.974,20.653,37.187,38.134,50,0,43.0,1013.4,77.0,158,1210,96.44,1.3422
162,9094,2023-05-28 14:09,4,179.0,180.0,266.0,87.706,23.921,42.618,21.167,51,0,43.0,1013.4,77.0,0,1210,96.26,0.8948
163,9094,2023-05-28 14:10,4,137.0,177.0,264.0,88.675,22.806,44.846,21.023,52,0,42.0,1013.2,77.0,97,1210,95.54,1.1185
164,9094,2023-05-28 14:12,4,135.0,154.0,259.0,92.162,23.055,46.742,22.365,53,1,42.0,1013.2,76.64,75,1210,95.18,1.3422
165,9094,2023-05-28 14:13,4,122.0,118.0,247.0,132.003,25.114,53.518,53.371,54,1,42.0,1013.2,76.46000000000001,133,1210,94.82,1.7896
166,9094,2023-05-28 14:15,4,129.0,142.0,248.0,103.38,28.634,48.915,25.831,55,1,43.0,1013.2,76.28,217,1210,94.1,1.1185
167,9094,2023-05-28 14:17,4,137.0,140.0,261.0,100.384,26.154,48.431,25.799,56,1,45.0,1013.2,76.1,104,1210,93.02,1.3422
168,9094,2023-05-28 14:19,4,134.0,135.0,267.0,100.421,26.301,47.846,26.274,57,1,49.0,1013.2,75.2,147,1210,89.06,1.3422
169,9094,2023-05-28 14:20,4,125.0,136.0,266.0,102.13,27.346,47.843,26.941,58,1,51.0,1013.2,75.2,0,1210,88.34,2.6844
170,9094,2023-05-28 14:22,4,127.0,127.0,270.0,101.216,27.011,47.759,26.446,59,1,50.0,1013.2,75.2,150,1210,85.46000000000001,1.7896
171,9094,2023-05-28 14:24,4,140.0,129.0,269.0,101.789,26.406,48.572,26.811,60,1,47.0,1013.2,74.84,142,1210,85.1,1.3422
172,9094,2023-05-28 14:26,4,135.0,132.0,268.0,99.545,26.155,47.495,25.895,61,1,58.0,1013.2,74.30000000000001,147,1210,83.66,2.237
173,9094,2023-05-28 14:27,4,136.0,132.0,272.0,98.893,25.885,47.037,25.971,62,1,62.0,1013.2,74.30000000000001,132,1210,83.12,2.9081
174,9094,2023-05-28 14:29,4,139.0,135.0,272.0,98.511,25.719,47.252,25.54,63,1,65.0,1013.2,73.58000000000001,145,1210,81.86,3.8029
175,9094,2023-05-28 14:31,4,143.0,136.0,272.0,98.75,26.002,46.358,26.39,64,1,66.0,1013.2,73.4,141,1210,80.96000000000001,3.5792
176,9094,2023-05-28 14:32,4,142.0,138.0,272.0,98.818,26.868,47.55,24.4,65,1,67.0,1013.2,73.58000000000001,134,1210,81.32,3.5792
177,9094,2023-05-28 14:34,4,151.0,137.0,267.0,96.981,25.53,46.535,24.916,66,1,66.0,1013.2,73.75999999999999,142,1210,81.14,3.8029
178,9094,2023-05-28 14:35,4,162.0,144.0,271.0,92.417,24.807,44.718,22.892,67,1,65.0,1013.2,73.58000000000001,152,1210,81.32,3.8029
179,9094,2023-05-28 14:37,4,161.0,145.0,272.0,91.037,24.101,44.397,22.539,68,1,64.0,1013.2,73.94,143,1210,81.86,3.8029
180,9094,2023-05-28 14:38,4,158.0,163.0,272.0,90.126,24.351,44.016,21.759,69,0,63.0,1013.2,73.94,138,1210,82.03999999999999,4.474
181,9094,2023-05-28 14:40,4,166.0,169.0,274.0,88.512,23.708,43.307,21.497,70,0,63.0,1013.2,74.30000000000001,140,1210,82.75999999999999,3.8029
182,9094,2023-05-28 14:41,4,165.0,177.0,275.0,88.373,23.166,42.946,22.261,71,0,62.0,1013.0,74.30000000000001,148,1210,83.66,3.8029
183,9094,2023-05-28 14:43,4,174.0,183.0,274.0,85.959,22.833,42.035,21.091,72,0,58.0,1013.0,74.48,136,1210,84.56,4.474
184,9094,2023-05-28 14:44,4,,185.0,275.0,85.767,22.428,42.088,21.251,73,0,57.0,1013.0,74.66,139,1210,85.28,2.9081
185,9094,2023-05-28 14:46,4,172.0,183.0,276.0,85.471,22.57,41.633,21.268,74,0,57.0,1013.0,74.84,125,1210,86.0,2.4607
186,9094,2023-05-28 14:47,4,178.0,183.0,277.0,85.278,22.486,41.18,21.612,75,0,56.0,1013.0,74.84,146,1210,86.53999999999999,3.3555
187,9094,2023-05-28 14:49,4,171.0,181.0,277.0,85.767,22.527,41.504,21.736,76,0,57.0,1012.9,75.02,136,1210,87.25999999999999,3.8029
188,9094,2023-05-28 14:50,4,169.0,181.0,272.0,86.888,22.773,42.046,22.069,77,0,59.0,1012.9,75.2,144,1210,87.25999999999999,2.9081
189,9205,2023-11-05 17:05,4,172.0,181.0,,142.52,43.538,63.196,35.786,2,0,60.0,928.0,69.08000000000001,178,1224,116.78,2.6844
190,9205,2023-11-05 17:07,4,268.0,230.0,,,,47.895,49.35,3,0,60.0,928.0,68.9,139,1224,113.54,2.4607
191,9205,2023-11-05 17:33,4,302.0,234.0,208.0,130.857,74.417,39.08,17.36,4,0,56.0,927.9,69.44,98,1224,119.66,3.8029
192,9205,2023-11-05 17:35,4,301.0,243.0,274.0,76.231,19.874,38.874,17.483,5,0,55.0,927.7,69.80000000000001,180,1224,122.36,1.7896
193,9205,2023-11-05 17:36,4,318.0,255.0,288.0,74.94,19.345,38.553,17.042,6,0,55.0,927.9,69.62,186,1224,121.64,2.4607
194,9205,2023-11-05 17:37,4,310.0,255.0,294.0,75.428,19.413,39.073,16.942,7,0,57.0,927.9,69.80000000000001,307,1224,121.64,2.6844
195,9205,2023-11-05 17:39,4,318.0,233.0,314.0,76.737,19.338,39.765,17.634,8,0,58.0,927.9,69.98,204,1224,121.46,4.0266
196,9205,2023-11-05 17:40,4,292.0,248.0,264.0,76.576,20.081,39.252,17.243,9,0,58.0,927.9,69.98,175,1224,120.74,3.8029
197,9205,2023-11-05 17:41,4,295.0,243.0,273.0,76.671,19.877,39.218,17.576,10,0,58.0,927.7,69.80000000000001,263,1224,120.92,2.237
198,9205,2023-11-05 17:43,4,296.0,247.0,284.0,76.043,19.611,39.051,17.381,11,0,58.0,927.5,69.62,291,1224,120.56,3.3555
199,9205,2023-11-05 17:44,4,298.0,248.0,281.0,76.015,19.709,38.894,17.412,12,0,57.0,927.7,69.44,152,1224,120.02,3.8029
200,9205,2023-11-05 17:45,4,297.0,249.0,278.0,76.365,19.759,38.991,17.615,13,0,55.0,927.7,69.44,181,1224,120.38,2.9081
201,9205,2023-11-05 17:46,4,296.0,246.0,283.0,76.27,19.729,39.054,17.487,14,0,56.0,927.7,69.08000000000001,159,1224,119.84,4.0266
202,9205,2023-11-05 17:48,4,297.0,246.0,285.0,76.174,19.66,38.963,17.551,15,0,56.0,927.7,69.08000000000001,189,1224,120.02,0.8948
203,9205,2023-11-05 17:49,4,300.0,248.0,280.0,76.504,19.766,39.085,17.653,16,0,55.0,927.9,69.44,194,1224,120.02,3.8029
204,9205,2023-11-05 17:50,4,299.0,250.0,,76.515,19.734,39.049,17.732,17,0,55.0,927.7,69.62,176,1224,120.2,4.9214
205,9205,2023-11-05 17:51,4,300.0,249.0,288.0,76.267,19.668,39.001,17.598,18,0,56.0,927.7,69.80000000000001,170,1224,119.66,4.9214
206,9205,2023-11-05 17:53,4,301.0,250.0,286.0,76.058,19.651,38.797,17.61,19,0,57.0,927.7,69.62,197,1224,119.84,3.3555
207,9205,2023-11-05 17:54,4,302.0,248.0,282.0,76.33,19.653,38.958,17.719,20,0,57.0,927.9,69.44,166,1224,120.02,1.7896
208,9205,2023-11-05 17:55,4,,250.0,289.0,76.355,19.604,39.114,17.637,21,0,58.0,927.9,69.08000000000001,190,1224,120.02,5.5925
209,9205,2023-11-05 17:57,4,301.0,246.0,292.0,76.196,19.545,38.929,17.722,22,0,59.0,927.7,69.08000000000001,189,1224,118.94,4.9214
210,9205,2023-11-05 17:58,4,302.0,244.0,289.0,76.343,19.591,39.102,17.65,23,0,59.0,927.7,68.72,175,1224,118.94,3.3555
211,9205,2023-11-05 17:59,4,299.0,246.0,293.0,76.512,19.564,39.262,17.686,24,0,59.0,927.7,68.9,195,1224,119.3,3.3555
212,9205,2023-11-05 18:00,4,302.0,253.0,292.0,76.315,19.653,39.128,17.534,25,0,58.0,927.7,68.9,155,1224,118.58,2.6844
213,9205,2023-11-05 18:02,4,,250.0,288.0,76.264,19.647,39.08,17.537,26,0,58.0,927.7,68.9,200,1224,118.04,1.3422
214,9205,2023-11-05 18:03,4,304.0,250.0,290.0,80.818,19.618,39.099,22.101,27,0,57.0,927.9,68.9,190,1224,119.12,1.3422
215,9205,2023-11-05 18:04,4,296.0,239.0,,93.952,37.328,39.226,17.398,28,0,57.0,927.7,69.08000000000001,196,1224,119.66,2.4607
216,9205,2023-11-05 18:06,4,303.0,244.0,285.0,75.691,19.48,38.968,17.243,29,0,57.0,927.7,68.9,154,1224,119.84,2.6844
217,9205,2023-11-05 18:07,4,302.0,238.0,283.0,76.2,19.426,39.167,17.607,30,0,57.0,927.7,68.72,174,1224,119.12,2.4607
218,9205,2023-11-05 18:08,4,304.0,241.0,284.0,75.553,19.328,38.699,17.526,31,0,57.0,927.7,68.72,219,1224,118.4,2.9081
219,9205,2023-11-05 18:10,4,301.0,241.0,282.0,75.333,19.374,38.568,17.391,32,0,58.0,927.7,68.9,185,1224,118.04,3.8029
220,9205,2023-11-05 18:11,4,,243.0,287.0,75.266,19.329,38.423,17.514,33,0,58.0,927.9,68.72,170,1224,117.32,3.8029
221,9205,2023-11-05 18:12,4,300.0,246.0,288.0,75.053,19.316,38.339,17.398,34,0,59.0,927.9,68.53999999999999,181,1224,117.14,3.8029
222,9205,2023-11-05 18:13,4,299.0,250.0,291.0,74.985,19.218,38.456,17.311,35,0,60.0,927.7,68.53999999999999,311,1224,117.14,3.5792
223,9205,2023-11-05 18:15,4,301.0,248.0,286.0,74.845,19.234,38.246,17.365,36,0,59.0,927.7,68.36,177,1224,116.96,2.9081
224,9205,2023-11-05 18:16,4,303.0,251.0,291.0,74.927,19.299,38.327,17.301,37,0,58.0,927.7,68.53999999999999,182,1224,117.14,4.474
225,9205,2023-11-05 18:17,4,,250.0,293.0,74.94,19.254,38.363,17.323,38,0,58.0,927.7,68.72,159,1224,117.32,3.5792
226,9205,2023-11-05 18:18,4,302.0,252.0,292.0,75.071,19.253,38.494,17.324,39,0,59.0,927.7,68.9,191,1224,117.5,3.8029
227,9205,2023-11-05 18:20,4,301.0,251.0,290.0,75.273,19.325,38.562,17.386,40,0,58.0,927.7,68.72,161,1224,116.96,2.237
228,9205,2023-11-05 18:21,4,302.0,249.0,291.0,75.427,19.417,38.517,17.493,41,0,59.0,927.9,68.72,152,1224,116.6,2.6844
229,9205,2023-11-05 18:22,4,,247.0,296.0,75.502,19.378,38.545,17.579,42,0,59.0,927.7,68.9,170,1224,115.88,2.237
230,9205,2023-11-05 18:23,4,303.0,249.0,293.0,75.199,19.295,38.429,17.475,43,0,58.0,927.7,68.9,161,1224,116.78,4.474
231,9205,2023-11-05 18:25,4,302.0,248.0,292.0,75.62,19.38,38.611,17.629,44,0,59.0,927.7,68.72,182,1224,116.78,5.5925
232,9205,2023-11-05 18:26,4,304.0,248.0,293.0,75.651,19.398,38.691,17.562,45,0,59.0,927.9,68.53999999999999,160,1224,116.78,3.5792
233,9205,2023-11-05 18:27,4,303.0,253.0,301.0,75.585,19.275,38.592,17.718,46,0,59.0,927.9,68.53999999999999,164,1224,116.78,3.3555
234,9205,2023-11-05 18:28,4,,248.0,293.0,75.572,19.299,38.776,17.497,47,0,59.0,927.9,68.53999999999999,233,1224,116.24,2.6844
235,9205,2023-11-05 18:30,4,,253.0,290.0,75.496,19.364,38.73,17.402,48,0,59.0,927.7,68.53999999999999,213,1224,116.06,3.5792
236,9205,2023-11-05 18:31,4,304.0,248.0,287.0,75.655,19.379,38.819,17.457,49,0,58.0,927.7,68.53999999999999,197,1224,115.16,2.9081
237,9205,2023-11-05 18:32,4,306.0,252.0,289.0,75.696,19.383,38.82,17.493,50,0,58.0,927.7,68.36,150,1224,113.72,3.3555
238,9205,2023-11-05 18:33,4,305.0,249.0,293.0,75.819,19.438,38.949,17.432,51,0,58.0,927.9,68.36,157,1224,112.82,4.9214
239,9205,2023-11-05 18:35,4,302.0,250.0,288.0,75.414,19.307,38.66,17.447,52,0,58.0,927.7,68.53999999999999,164,1224,108.5,1.3422
240,9205,2023-11-05 18:36,4,304.0,254.0,286.0,75.323,19.31,38.648,17.365,53,0,59.0,927.7,68.53999999999999,0,1224,107.24,2.4607
241,9205,2023-11-05 18:37,4,300.0,257.0,289.0,75.513,19.357,38.685,17.471,54,0,58.0,927.7,68.53999999999999,183,1224,105.98,1.3422
242,9205,2023-11-05 18:38,4,302.0,252.0,292.0,75.643,19.331,38.857,17.455,55,0,59.0,927.9,68.53999999999999,160,1224,104.9,2.4607
243,9205,2023-11-05 18:40,4,304.0,253.0,295.0,75.709,19.42,38.887,17.402,56,0,59.0,927.7,68.0,174,1224,104.0,1.3422
244,9205,2023-11-05 18:41,4,303.0,254.0,292.0,75.629,19.312,38.796,17.521,57,0,58.0,927.9,68.0,179,1224,103.28,2.4607
245,9205,2023-11-05 18:42,4,306.0,253.0,299.0,75.813,19.405,38.879,17.529,58,0,59.0,927.7,68.0,197,1224,103.28,2.237
246,9205,2023-11-05 18:44,4,,252.0,297.0,79.796,19.46,38.832,21.504,59,0,58.0,927.7,67.82,200,1224,101.66,1.7896
247,9205,2023-11-05 18:45,4,297.0,257.0,,91.709,36.824,37.917,16.968,60,0,59.0,927.7,67.82,63,1224,101.12,3.3555
248,9205,2023-11-05 18:46,4,304.0,261.0,301.0,72.486,18.84,36.731,16.915,61,0,58.0,927.9,67.64,177,1224,100.4,2.6844
249,9205,2023-11-05 18:48,4,294.0,251.0,295.0,73.81,19.133,37.661,17.016,62,0,59.0,927.9,67.64,182,1224,100.04,4.474
250,9205,2023-11-05 18:49,4,298.0,253.0,292.0,73.367,18.863,37.455,17.049,63,0,60.0,927.7,67.82,177,1224,99.68,2.9081
251,9205,2023-11-05 18:50,4,300.0,253.0,298.0,73.668,18.9,37.618,17.15,64,0,59.0,927.7,67.64,132,1224,99.68,1.3422
252,9205,2023-11-05 18:51,4,303.0,253.0,297.0,73.676,19.003,37.558,17.115,65,0,59.0,927.7,67.82,154,1224,100.04,3.5792
253,9205,2023-11-05 18:52,4,,256.0,292.0,73.373,18.912,37.381,17.08,66,0,60.0,927.9,67.64,153,1224,100.04,2.6844
254,9205,2023-11-05 18:54,4,,255.0,291.0,73.323,18.993,37.287,17.043,67,0,59.0,927.7,67.46000000000001,175,1224,98.78,3.8029
255,9205,2023-11-05 18:55,4,302.0,256.0,298.0,73.586,18.946,37.528,17.112,68,0,60.0,927.9,67.46000000000001,212,1224,98.6,3.5792
256,9205,2023-11-05 18:56,4,304.0,257.0,301.0,73.687,18.922,37.689,17.076,69,0,60.0,927.7,67.46000000000001,179,1224,98.24,4.9214
257,9205,2023-11-05 18:57,4,308.0,256.0,295.0,73.462,18.979,37.565,16.918,70,0,61.0,927.9,67.28,152,1224,97.88,3.3555
258,9205,2023-11-05 18:59,4,295.0,246.0,314.0,74.245,18.97,37.831,17.444,71,0,60.0,927.7,67.64,159,1224,97.7,1.7896
259,9558,2024-07-07 14:04,4,317.0,259.0,320.0,92.188,29.225,37.918,25.045,2,0,63.0,992.0,61.16,215,1240,91.4,3.5792
260,9558,2024-07-07 14:06,4,304.0,260.0,312.0,91.991,29.279,37.536,25.176,3,0,62.0,991.9,61.34,235,1240,91.4,4.474
261,9558,2024-07-07 14:07,4,301.0,260.0,309.0,91.976,29.32,37.452,25.204,4,0,61.0,992.0,61.34,237,1240,75.74000000000001,4.2503
262,9558,2024-07-07 14:09,4,307.0,261.0,312.0,91.716,29.363,37.239,25.114,5,0,60.0,992.0,61.16,243,1240,75.2,4.9214
263,9558,2024-07-07 14:10,4,309.0,260.0,313.0,91.896,29.368,37.443,25.085,6,0,60.0,991.9,61.34,209,1240,75.56,5.3688
264,9558,2024-07-07 14:12,4,295.0,256.0,296.0,92.071,29.557,37.223,25.291,7,0,61.0,992.0,61.34,251,1240,77.72,4.6977
265,9558,2024-07-07 14:14,4,298.0,258.0,298.0,92.018,29.566,37.16,25.292,8,0,60.0,992.0,61.52,256,1240,78.80000000000001,3.5792
266,9558,2024-07-07 14:15,4,,258.0,298.0,91.976,29.558,37.179,25.239,9,0,61.0,992.0,61.7,320,1240,78.98,4.474
267,9558,2024-07-07 14:17,4,296.0,258.0,300.0,91.83,29.516,37.134,25.18,10,0,61.0,992.0,62.24,208,1240,78.25999999999999,3.3555
268,9558,2024-07-07 14:18,4,300.0,259.0,299.0,91.748,29.417,37.15,25.181,11,0,62.0,991.9,62.24,231,1240,78.08000000000001,3.8029
269,9558,2024-07-07 14:20,4,298.0,259.0,300.0,91.718,29.501,37.046,25.171,12,0,59.0,991.9,62.06,234,1240,77.53999999999999,4.6977
270,9558,2024-07-07 14:21,4,,262.0,315.0,91.472,29.496,36.95,25.026,13,0,61.0,991.8,62.06,205,1240,77.36,4.6977
271,9558,2024-07-07 14:23,4,312.0,261.0,318.0,91.407,29.3,37.048,25.059,14,0,59.0,991.9,61.88,211,1240,76.64,4.6977
272,9558,2024-07-07 14:24,4,313.0,264.0,326.0,90.946,29.38,36.994,24.572,15,0,60.0,991.9,61.7,243,1240,76.28,2.6844
273,9558,2024-07-07 14:26,4,293.0,260.0,296.0,91.69,29.378,36.807,25.505,16,0,59.0,991.9,61.7,242,1240,75.92,3.1318
274,9558,2024-07-07 14:27,4,291.0,257.0,300.0,94.304,29.606,37.055,27.643,17,0,60.0,991.9,61.7,266,1240,75.74000000000001,3.1318
275,9558,2024-07-07 14:29,4,290.0,257.0,302.0,94.125,29.647,37.024,27.454,18,0,61.0,992.1,61.7,276,1240,75.74000000000001,3.3555
276,9558,2024-07-07 14:30,4,292.0,236.0,301.0,101.436,32.74,40.852,27.844,19,1,60.0,992.1,61.88,59,1240,75.02,3.5792
277,9558,2024-07-07 14:32,4,285.0,248.0,297.0,97.704,32.09,39.513,26.101,20,1,64.0,992.1,61.16,335,1240,73.22,3.3555
278,9558,2024-07-07 14:34,4,289.0,257.0,301.0,91.513,29.432,37.163,24.918,21,1,67.0,992.1,60.620000000000005,299,1240,72.14,3.5792
279,9558,2024-07-07 14:35,4,288.0,257.0,299.0,90.86,29.314,36.786,24.76,22,1,69.0,992.2,60.08,229,1240,71.78,3.5792
280,9558,2024-07-07 14:37,4,291.0,254.0,302.0,91.176,29.451,36.841,24.884,23,1,68.0,992.1,59.36,266,1240,71.6,1.5659
281,9558,2024-07-07 14:38,4,289.0,259.0,298.0,91.629,29.489,36.747,25.393,24,1,69.0,992.2,59.36,222,1240,71.6,2.6844
282,9558,2024-07-07 14:40,4,291.0,257.0,298.0,94.307,29.696,38.185,26.426,25,1,68.0,992.2,59.18,251,1240,71.6,1.7896
283,9558,2024-07-07 14:41,4,290.0,255.0,301.0,101.515,30.452,42.458,28.605,26,1,69.0,992.2,59.18,267,1240,71.6,1.7896
284,9558,2024-07-07 14:43,4,289.0,246.0,302.0,104.806,32.069,45.057,27.68,27,1,68.0,992.2,59.18,116,1240,70.7,2.0133
285,9558,2024-07-07 14:45,4,286.0,250.0,290.0,120.915,52.053,40.758,28.104,28,1,68.0,992.3,59.18,267,1240,70.16,1.3422
286,9558,2024-07-07 14:47,4,289.0,248.0,297.0,100.266,31.594,40.61,28.062,29,1,69.0,992.4,59.0,236,1240,69.80000000000001,2.0133
287,9558,2024-07-07 14:49,4,290.0,247.0,297.0,100.717,31.98,40.583,28.154,30,1,70.0,992.5,58.82,240,1240,69.25999999999999,2.0133
288,9558,2024-07-07 14:50,4,,244.0,296.0,101.313,31.855,40.682,28.776,31,1,72.0,992.4,58.82,224,1240,69.25999999999999,2.237
289,9558,2024-07-07 14:52,4,293.0,244.0,297.0,102.216,32.262,41.072,28.882,32,1,73.0,992.5,58.46,240,1240,69.25999999999999,3.1318
290,9558,2024-07-07 14:54,4,,242.0,297.0,102.607,32.409,41.234,28.964,33,1,73.0,992.5,58.1,235,1240,69.25999999999999,3.5792
291,9558,2024-07-07 14:55,4,292.0,244.0,297.0,103.078,32.496,41.716,28.866,34,1,74.0,992.5,58.1,224,1240,69.25999999999999,3.1318
292,9558,2024-07-07 14:57,4,295.0,244.0,299.0,102.935,32.639,41.786,28.51,35,1,76.0,992.6,58.28,221,1240,70.16,3.5792
293,9558,2024-07-07 14:59,4,296.0,247.0,299.0,102.34,32.53,42.138,27.672,36,1,75.0,992.6,58.1,253,1240,70.16,3.1318
294,9558,2024-07-07 15:00,4,292.0,246.0,299.0,99.786,31.936,40.846,27.004,37,1,75.0,992.5,58.28,240,1240,70.16,3.8029
295,9558,2024-07-07 15:02,4,294.0,249.0,300.0,97.999,31.328,39.844,26.827,38,1,78.0,992.5,58.28,201,1240,72.5,2.9081
296,9558,2024-07-07 15:04,4,292.0,249.0,304.0,96.746,31.241,39.866,25.639,39,1,76.0,992.6,58.28,237,1240,75.56,4.2503
297,9558,2024-07-07 15:05,4,293.0,260.0,294.0,114.84,52.596,37.147,25.097,40,0,78.0,992.5,58.28,245,1240,76.28,3.1318
298,9558,2024-07-07 15:07,4,295.0,261.0,302.0,89.733,28.786,36.307,24.64,41,0,74.0,992.6,59.18,196,1240,75.92,1.7896
299,9558,2024-07-07 15:09,4,290.0,260.0,296.0,90.006,28.934,36.462,24.61,42,0,76.0,992.5,59.540000000000006,216,1240,75.56,2.4607
300,9558,2024-07-07 15:10,4,295.0,262.0,301.0,89.262,28.826,35.997,24.439,43,0,75.0,992.4,59.540000000000006,233,1240,76.46000000000001,1.7896
301,9558,2024-07-07 15:12,4,293.0,263.0,300.0,89.752,29.102,36.086,24.564,44,0,75.0,992.5,59.540000000000006,240,1240,76.82,3.5792
302,9558,2024-07-07 15:13,4,297.0,263.0,304.0,89.635,29.062,35.883,24.69,45,1,72.0,992.5,59.72,215,1240,76.1,4.474
303,9558,2024-07-07 15:15,4,295.0,262.0,302.0,89.96,29.406,36.099,24.455,46,0,73.0,992.5,59.900000000000006,243,1240,77.0,4.474
304,9558,2024-07-07 15:16,4,,262.0,301.0,89.838,29.118,36.187,24.533,47,0,71.0,992.6,59.900000000000006,246,1240,77.0,4.474
305,9558,2024-07-07 15:18,4,,262.0,300.0,90.556,29.274,36.196,25.086,48,0,71.0,992.5,60.08,238,1240,76.82,2.4607
306,9558,2024-07-07 15:19,4,313.0,259.0,302.0,90.515,29.176,36.639,24.7,49,0,71.0,992.5,60.26,232,1240,77.36,2.6844
307,9558,2024-07-07 15:21,4,299.0,262.0,300.0,90.544,29.399,36.445,24.7,50,0,69.0,992.4,60.44,222,1240,77.36,4.0266
308,9558,2024-07-07 15:22,4,296.0,261.0,301.0,90.769,29.324,36.576,24.869,51,0,69.0,992.5,60.44,219,1240,77.72,3.8029
309,9558,2024-07-07 15:24,4,298.0,262.0,304.0,90.913,29.626,36.65,24.637,52,0,68.0,992.4,60.620000000000005,258,1240,77.53999999999999,2.6844
